Id Cidade                       Cidade                                              Id Estado                       Sigla Estado Estado
------------------------------- --------------------------------------------------- ------------------------------- ------------ ---------------------
1249;                           Carnaubas;                                          6;                              CE;          Ceará;
1250;                           Carnaubinha;                                        6;                              CE;          Ceará;
1251;                           Carquejo;                                           6;                              CE;          Ceará;
1252;                           Carrapateiras;                                      6;                              CE;          Ceará;
1253;                           Caruatai;                                           6;                              CE;          Ceará;
1254;                           Carvalho;                                           6;                              CE;          Ceará;
1255;                           Carvoeiro;                                          6;                              CE;          Ceará;
1256;                           Cascavel;                                           6;                              CE;          Ceará;
1257;                           Castanhao;                                          6;                              CE;          Ceará;
1258;                           Catarina;                                           6;                              CE;          Ceará;
1259;                           Catole;                                             6;                              CE;          Ceará;
1260;                           Catuana;                                            6;                              CE;          Ceará;
1261;                           Catunda;                                            6;                              CE;          Ceará;
1262;                           Caucaia;                                            6;                              CE;          Ceará;
1263;                           Caxitore;                                           6;                              CE;          Ceará;
1264;                           Cedro;                                              6;                              CE;          Ceará;
1265;                           Cemoaba;                                            6;                              CE;          Ceará;
1266;                           Chaval;                                             6;                              CE;          Ceará;
1267;                           Choro;                                              6;                              CE;          Ceará;
1268;                           Chorozinho;                                         6;                              CE;          Ceará;
1269;                           Cipo dos Anjos;                                     6;                              CE;          Ceará;
1270;                           Cococi;                                             6;                              CE;          Ceará;
1271;                           Codia;                                              6;                              CE;          Ceará;
1272;                           Coite;                                              6;                              CE;          Ceará;
1273;                           Colina;                                             6;                              CE;          Ceará;
1274;                           Conceicao;                                          6;                              CE;          Ceará;
1275;                           Coreau;                                             6;                              CE;          Ceará;
1276;                           Corrego dos Fernandes;                              6;                              CE;          Ceará;
1277;                           Crateus;                                            6;                              CE;          Ceará;
1278;                           Crato;                                              6;                              CE;          Ceará;
1279;                           Crioulos;                                           6;                              CE;          Ceará;
1280;                           Cristais;                                           6;                              CE;          Ceará;
1281;                           Croata;                                             6;                              CE;          Ceará;
1282;                           Cruxati;                                            6;                              CE;          Ceará;
1283;                           Cruz;                                               6;                              CE;          Ceará;
1284;                           Cruz de Pedra;                                      6;                              CE;          Ceará;
1285;                           Cruzeirinho;                                        6;                              CE;          Ceará;
1286;                           Cuncas;                                             6;                              CE;          Ceará;
1287;                           Curatis;                                            6;                              CE;          Ceará;
1288;                           Curupira;                                           6;                              CE;          Ceará;
1289;                           Custodio;                                           6;                              CE;          Ceará;
1290;                           Daniel de Queiros;                                  6;                              CE;          Ceará;
1291;                           Delmiro Gouveia;                                    6;                              CE;          Ceará;
1292;                           Deputado Irapuan Pinheiro;                          6;                              CE;          Ceará;
1293;                           Deserto;                                            6;                              CE;          Ceará;
1294;                           Dom Leme;                                           6;                              CE;          Ceará;
1295;                           Dom Mauricio;                                       6;                              CE;          Ceará;
1296;                           Dom Quintino;                                       6;                              CE;          Ceará;
1297;                           Domingos da Costa;                                  6;                              CE;          Ceará;
1298;                           Donato;                                             6;                              CE;          Ceará;
1299;                           Dourados;                                           6;                              CE;          Ceará;
1300;                           Ebron;                                              6;                              CE;          Ceará;
1301;                           Ema;                                                6;                              CE;          Ceará;
1302;                           Ematuba;                                            6;                              CE;          Ceará;
1303;                           Encantado;                                          6;                              CE;          Ceará;
1304;                           Engenheiro Joao Tome;                               6;                              CE;          Ceará;
1305;                           Engenheiro Jose Lopes;                              6;                              CE;          Ceará;
1306;                           Engenho Velho;                                      6;                              CE;          Ceará;
1307;                           Erere;                                              6;                              CE;          Ceará;
1308;                           Espacinha;                                          6;                              CE;          Ceará;
1309;                           Esperanca;                                          6;                              CE;          Ceará;
1310;                           Espinho;                                            6;                              CE;          Ceará;
1311;                           Eusebio;                                            6;                              CE;          Ceará;
1312;                           Farias Brito;                                       6;                              CE;          Ceará;
1313;                           Fatima;                                             6;                              CE;          Ceará;
1314;                           Feiticeiro;                                         6;                              CE;          Ceará;
1315;                           Feitosa;                                            6;                              CE;          Ceará;
1316;                           Felizardo;                                          6;                              CE;          Ceará;
1317;                           Flamengo;                                           6;                              CE;          Ceará;
1318;                           Flores;                                             6;                              CE;          Ceará;
1319;                           Forquilha;                                          6;                              CE;          Ceará;
1320;                           Fortaleza;                                          6;                              CE;          Ceará;
1321;                           Fortim;                                             6;                              CE;          Ceará;
1322;                           Frecheirinha;                                       6;                              CE;          Ceará;
1323;                           Gado;                                               6;                              CE;          Ceará;
1324;                           Gado dos Rodrigues;                                 6;                              CE;          Ceará;
1325;                           Gameleira de Sao Sebastiao;                         6;                              CE;          Ceará;
1326;                           Garcas;                                             6;                              CE;          Ceará;
1327;                           Gazea;                                              6;                              CE;          Ceará;
1328;                           General Sampaio;                                    6;                              CE;          Ceará;
1329;                           General Tiburcio;                                   6;                              CE;          Ceará;
1330;                           Genipapeiro;                                        6;                              CE;          Ceará;
1331;                           Gererau;                                            6;                              CE;          Ceará;
1332;                           Giqui;                                              6;                              CE;          Ceará;
1333;                           Girau;                                              6;                              CE;          Ceará;
1334;                           Graca;                                              6;                              CE;          Ceará;
1335;                           Granja;                                             6;                              CE;          Ceará;
1336;                           Granjeiro;                                          6;                              CE;          Ceará;
1337;                           Groairas;                                           6;                              CE;          Ceará;
1338;                           Guaiuba;                                            6;                              CE;          Ceará;
1339;                           Guajiru;                                            6;                              CE;          Ceará;
1340;                           Guanaces;                                           6;                              CE;          Ceará;
1341;                           Guaraciaba do Norte;                                6;                              CE;          Ceará;
1342;                           Guaramiranga;                                       6;                              CE;          Ceará;
1343;                           Guararu;                                            6;                              CE;          Ceará;
1344;                           Guassi;                                             6;                              CE;          Ceará;
1345;                           Guassosse;                                          6;                              CE;          Ceará;
1346;                           Guia;                                               6;                              CE;          Ceará;
1347;                           Guriu;                                              6;                              CE;          Ceará;
1348;                           Hidrolandia;                                        6;                              CE;          Ceará;
1349;                           Holanda;                                            6;                              CE;          Ceará;
1350;                           Horizonte;                                          6;                              CE;          Ceará;
1351;                           Iapi;                                               6;                              CE;          Ceará;
1352;                           Iara;                                               6;                              CE;          Ceará;
1353;                           Ibaretama;                                          6;                              CE;          Ceará;
1354;                           Ibiapaba;                                           6;                              CE;          Ceará;
1355;                           Ibiapina;                                           6;                              CE;          Ceará;
1356;                           Ibicatu;                                            6;                              CE;          Ceará;
1357;                           Ibicua;                                             6;                              CE;          Ceará;
1358;                           Ibicuitaba;                                         6;                              CE;          Ceará;
1359;                           Ibicuitinga;                                        6;                              CE;          Ceará;
1360;                           Iborepi;                                            6;                              CE;          Ceará;
1361;                           Ibuacu;                                             6;                              CE;          Ceará;
1362;                           Ibuguacu;                                           6;                              CE;          Ceará;
1363;                           Icapui;                                             6;                              CE;          Ceará;
1364;                           Icarai;                                             6;                              CE;          Ceará;
1365;                           Ico;                                                6;                              CE;          Ceará;
1366;                           Icozinho;                                           6;                              CE;          Ceará;
1367;                           Ideal;                                              6;                              CE;          Ceará;
1368;                           Igaroi;                                             6;                              CE;          Ceará;
1369;                           Iguatu;                                             6;                              CE;          Ceará;
1370;                           Independencia;                                      6;                              CE;          Ceará;
1371;                           Ingazeiras;                                         6;                              CE;          Ceará;
1372;                           Inhamuns;                                           6;                              CE;          Ceará;
1373;                           Inhucu;                                             6;                              CE;          Ceará;
1374;                           Inhuporanga;                                        6;                              CE;          Ceará;
1375;                           Ipaporanga;                                         6;                              CE;          Ceará;
1376;                           Ipaumirim;                                          6;                              CE;          Ceará;
1377;                           Ipu;                                                6;                              CE;          Ceará;
1378;                           Ipueiras;                                           6;                              CE;          Ceará;
1379;                           Ipueiras dos Gomes;                                 6;                              CE;          Ceará;
1380;                           Iracema;                                            6;                              CE;          Ceará;
1381;                           Iraja;                                              6;                              CE;          Ceará;
1382;                           Irapua;                                             6;                              CE;          Ceará;
1383;                           Iratinga;                                           6;                              CE;          Ceará;
1384;                           Iraucuba;                                           6;                              CE;          Ceará;
1385;                           Isidoro;                                            6;                              CE;          Ceará;
1386;                           Itacima;                                            6;                              CE;          Ceará;
1387;                           Itagua;                                             6;                              CE;          Ceará;
1388;                           Itaicaba;                                           6;                              CE;          Ceará;
1389;                           Itaipaba;                                           6;                              CE;          Ceará;
1390;                           Itaitinga;                                          6;                              CE;          Ceará;
1391;                           Itans;                                              6;                              CE;          Ceará;
1392;                           Itapage;                                            6;                              CE;          Ceará;
1393;                           Itapebussu;                                         6;                              CE;          Ceará;
1394;                           Itapeim;                                            6;                              CE;          Ceará;
1395;                           Itapipoca;                                          6;                              CE;          Ceará;
1396;                           Itapiuna;                                           6;                              CE;          Ceará;
1397;                           Itapo;                                              6;                              CE;          Ceará;
1398;                           Itarema;                                            6;                              CE;          Ceará;
1399;                           Itatira;                                            6;                              CE;          Ceará;
1400;                           Jaburuna;                                           6;                              CE;          Ceará;
1401;                           Jacampari;                                          6;                              CE;          Ceará;
1402;                           Jacarecoara;                                        6;                              CE;          Ceará;
1403;                           Jacauna;                                            6;                              CE;          Ceará;
1404;                           Jaguarao;                                           6;                              CE;          Ceará;
1405;                           Jaguaretama;                                        6;                              CE;          Ceará;
1406;                           Jaguaribara;                                        6;                              CE;          Ceará;
1407;                           Jaguaribe;                                          6;                              CE;          Ceará;
1408;                           Jaguaruana;                                         6;                              CE;          Ceará;
1409;                           Jaibaras;                                           6;                              CE;          Ceará;
1410;                           Jamacaru;                                           6;                              CE;          Ceará;
1411;                           Jandrangoeira;                                      6;                              CE;          Ceará;
1412;                           Jardim;                                             6;                              CE;          Ceará;
1413;                           Jardimirim;                                         6;                              CE;          Ceará;
1414;                           Jati;                                               6;                              CE;          Ceará;
1415;                           Jijoca de Jericoacoara;                             6;                              CE;          Ceará;
1416;                           Joao Cordeiro;                                      6;                              CE;          Ceará;
1417;                           Jordao;                                             6;                              CE;          Ceará;
1418;                           Jose de Alencar;                                    6;                              CE;          Ceará;
1419;                           Jua;                                                6;                              CE;          Ceará;
1420;                           Juatama;                                            6;                              CE;          Ceará;
1421;                           Juazeiro de Baixo;                                  6;                              CE;          Ceará;
1422;                           Juazeiro do Norte;                                  6;                              CE;          Ceará;
1423;                           Jubaia;                                             6;                              CE;          Ceará;
1424;                           Jucas;                                              6;                              CE;          Ceará;
1425;                           Jurema;                                             6;                              CE;          Ceará;
1426;                           Justiniano Serpa;                                   6;                              CE;          Ceará;
1427;                           Lacerda;                                            6;                              CE;          Ceará;
1428;                           Ladeira Grande;                                     6;                              CE;          Ceará;
1429;                           Lagoa de Sao Jose;                                  6;                              CE;          Ceará;
1430;                           Lagoa do Juvenal;                                   6;                              CE;          Ceará;
1431;                           Lagoa do Mato;                                      6;                              CE;          Ceará;
1432;                           Lagoa dos Crioulos;                                 6;                              CE;          Ceará;
1433;                           Lagoa Grande;                                       6;                              CE;          Ceará;
1434;                           Lagoinha;                                           6;                              CE;          Ceará;
1435;                           Lambedouro;                                         6;                              CE;          Ceará;
1436;                           Lameiro;                                            6;                              CE;          Ceará;
1437;                           Lavras da Mangabeira;                               6;                              CE;          Ceará;
1438;                           Lima Campos;                                        6;                              CE;          Ceará;
1439;                           Limoeiro do Norte;                                  6;                              CE;          Ceará;
1440;                           Lisieux;                                            6;                              CE;          Ceará;
1441;                           Livramento;                                         6;                              CE;          Ceará;
1442;                           Logradouro;                                         6;                              CE;          Ceará;
1443;                           Macambira;                                          6;                              CE;          Ceará;
1444;                           Macaoca;                                            6;                              CE;          Ceará;
1445;                           Macarau;                                            6;                              CE;          Ceará;
1446;                           Maceio;                                             6;                              CE;          Ceará;
1447;                           Madalena;                                           6;                              CE;          Ceará;
1448;                           Major Simplicio;                                    6;                              CE;          Ceará;
1449;                           Majorlandia;                                        6;                              CE;          Ceará;
1450;                           Malhada Grande;                                     6;                              CE;          Ceará;
1451;                           Mangabeira;                                         6;                              CE;          Ceará;
1452;                           Manibu;                                             6;                              CE;          Ceará;
1453;                           Manituba;                                           6;                              CE;          Ceará;
1454;                           Mapua;                                              6;                              CE;          Ceará;
1455;                           Maracanau;                                          6;                              CE;          Ceará;
1456;                           Maragua;                                            6;                              CE;          Ceará;
1457;                           Maranguape;                                         6;                              CE;          Ceará;
1458;                           Mararupa;                                           6;                              CE;          Ceará;
1459;                           Marco;                                              6;                              CE;          Ceará;
1460;                           Marinheiros;                                        6;                              CE;          Ceará;
1461;                           Marrecas;                                           6;                              CE;          Ceará;
1462;                           Marrocos;                                           6;                              CE;          Ceará;
1463;                           Marruas;                                            6;                              CE;          Ceará;
1464;                           Martinopole;                                        6;                              CE;          Ceará;
1465;                           Massape;                                            6;                              CE;          Ceará;
1466;                           Mata Fresca;                                        6;                              CE;          Ceará;
1467;                           Matias;                                             6;                              CE;          Ceará;
1468;                           Matriz;                                             6;                              CE;          Ceará;
1469;                           Mauriti;                                            6;                              CE;          Ceará;
1470;                           Mel;                                                6;                              CE;          Ceará;
1471;                           Meruoca;                                            6;                              CE;          Ceará;
1472;                           Messejana;                                          6;                              CE;          Ceará;
1473;                           Miguel Xavier;                                      6;                              CE;          Ceará;
1474;                           Milagres;                                           6;                              CE;          Ceará;
1475;                           Milha;                                              6;                              CE;          Ceará;
1476;                           Milton Belo;                                        6;                              CE;          Ceará;
1477;                           Mineirolandia;                                      6;                              CE;          Ceará;
1478;                           Miragem;                                            6;                              CE;          Ceará;
1479;                           Miraima;                                            6;                              CE;          Ceará;
1480;                           Mirambe;                                            6;                              CE;          Ceará;
1481;                           Missao Nova;                                        6;                              CE;          Ceará;
1482;                           Missao Velha;                                       6;                              CE;          Ceará;
1483;                           Missi;                                              6;                              CE;          Ceará;
1484;                           Moitas;                                             6;                              CE;          Ceará;
1485;                           Mombaca;                                            6;                              CE;          Ceará;
1486;                           Mondubim;                                           6;                              CE;          Ceará;
1487;                           Monguba;                                            6;                              CE;          Ceará;
1488;                           Monsenhor Tabosa;                                   6;                              CE;          Ceará;
1489;                           Monte Alegre;                                       6;                              CE;          Ceará;
1490;                           Monte Castelo;                                      6;                              CE;          Ceará;
1491;                           Monte Grave;                                        6;                              CE;          Ceará;
1492;                           Monte Sion;                                         6;                              CE;          Ceará;
1493;                           Montenebo;                                          6;                              CE;          Ceará;
1494;                           Morada Nova;                                        6;                              CE;          Ceará;
1495;                           Moraujo;                                            6;                              CE;          Ceará;
1496;                           Morrinhos;                                          6;                              CE;          Ceará;
1497;                           Morrinhos Novos;                                    6;                              CE;          Ceará;
1498;                           Morro Branco;                                       6;                              CE;          Ceará;
1499;                           Mucambo;                                            6;                              CE;          Ceará;
1500;                           Mulungu;                                            6;                              CE;          Ceará;
1501;                           Mumbaba;                                            6;                              CE;          Ceará;
1502;                           Mundau;                                             6;                              CE;          Ceará;
1503;                           Muribeca;                                           6;                              CE;          Ceará;
1504;                           Muriti;                                             6;                              CE;          Ceará;
1505;                           Mutambeiras;                                        6;                              CE;          Ceará;
1506;                           Naraniu;                                            6;                              CE;          Ceará;
1507;                           Nascente;                                           6;                              CE;          Ceará;
1508;                           Nenenlandia;                                        6;                              CE;          Ceará;
1509;                           Nossa Senhora do Livramento;                        6;                              CE;          Ceará;
1510;                           Nova Betania;                                       6;                              CE;          Ceará;
1511;                           Nova Fatima;                                        6;                              CE;          Ceará;
1512;                           Nova Floresta;                                      6;                              CE;          Ceará;
1513;                           Nova Olinda;                                        6;                              CE;          Ceará;
1514;                           Nova Russas;                                        6;                              CE;          Ceará;
1515;                           Nova Vida;                                          6;                              CE;          Ceará;
1516;                           Novo Assis;                                         6;                              CE;          Ceará;
1517;                           Novo Oriente;                                       6;                              CE;          Ceará;
1518;                           Ocara;                                              6;                              CE;          Ceará;
1519;                           Oiticica;                                           6;                              CE;          Ceará;
1520;                           Olho-d'agua;                                        6;                              CE;          Ceará;
1521;                           Olho-d'agua Da Bica;                                6;                              CE;          Ceará;
1522;                           Oliveiras;                                          6;                              CE;          Ceará;
1523;                           Oros;                                               6;                              CE;          Ceará;
1524;                           Pacajus;                                            6;                              CE;          Ceará;
1525;                           Pacatuba;                                           6;                              CE;          Ceará;
1526;                           Pacoti;                                             6;                              CE;          Ceará;
1527;                           Pacuja;                                             6;                              CE;          Ceará;
1528;                           Padre Cicero;                                       6;                              CE;          Ceará;
1529;                           Padre Linhares;                                     6;                              CE;          Ceará;
1530;                           Padre Vieira;                                       6;                              CE;          Ceará;
1531;                           Pajeu;                                              6;                              CE;          Ceará;
1532;                           Pajucara;                                           6;                              CE;          Ceará;
1533;                           Palestina;                                          6;                              CE;          Ceará;
1534;                           Palestina do Norte;                                 6;                              CE;          Ceará;
1535;                           Palhano;                                            6;                              CE;          Ceará;
1536;                           Palmacia;                                           6;                              CE;          Ceará;
1537;                           Palmatoria;                                         6;                              CE;          Ceará;
1538;                           Panacui;                                            6;                              CE;          Ceará;
1539;                           Paracua;                                            6;                              CE;          Ceará;
1540;                           Paracuru;                                           6;                              CE;          Ceará;
1541;                           Paraipaba;                                          6;                              CE;          Ceará;
1542;                           Parajuru;                                           6;                              CE;          Ceará;
1543;                           Parambu;                                            6;                              CE;          Ceará;
1544;                           Paramoti;                                           6;                              CE;          Ceará;
1545;                           Parangaba;                                          6;                              CE;          Ceará;
1546;                           Parapui;                                            6;                              CE;          Ceará;
1547;                           Parazinho;                                          6;                              CE;          Ceará;
1548;                           Paripueira;                                         6;                              CE;          Ceará;
1549;                           Passagem;                                           6;                              CE;          Ceará;
1550;                           Passagem Funda;                                     6;                              CE;          Ceará;
1551;                           Pasta;                                              6;                              CE;          Ceará;
1552;                           Patacas;                                            6;                              CE;          Ceará;
1553;                           Patriarca;                                          6;                              CE;          Ceará;
1554;                           Pavuna;                                             6;                              CE;          Ceará;
1555;                           Pecem;                                              6;                              CE;          Ceará;
1556;                           Pedra Branca;                                       6;                              CE;          Ceará;
1557;                           Pedras;                                             6;                              CE;          Ceará;
1558;                           Pedrinhas;                                          6;                              CE;          Ceará;
1559;                           Peixe;                                              6;                              CE;          Ceará;
1560;                           Peixe Gordo;                                        6;                              CE;          Ceará;
1561;                           Penaforte;                                          6;                              CE;          Ceará;
1562;                           Pentecoste;                                         6;                              CE;          Ceará;
1563;                           Pereiro;                                            6;                              CE;          Ceará;
1564;                           Pernambuquinho;                                     6;                              CE;          Ceará;
1565;                           Pessoa Anta;                                        6;                              CE;          Ceará;
1566;                           Pindoguaba;                                         6;                              CE;          Ceará;
1567;                           Pindoretama;                                        6;                              CE;          Ceará;
1568;                           Pio X;                                              6;                              CE;          Ceará;
1569;                           Piquet Carneiro;                                    6;                              CE;          Ceará;
1570;                           Pirabibu;                                           6;                              CE;          Ceará;
1571;                           Pirangi;                                            6;                              CE;          Ceará;
1572;                           Pires Ferreira;                                     6;                              CE;          Ceará;
1573;                           Pitombeira;                                         6;                              CE;          Ceará;
1574;                           Pitombeiras;                                        6;                              CE;          Ceará;
1575;                           Placido Martins;                                    6;                              CE;          Ceará;
1576;                           Poco;                                               6;                              CE;          Ceará;
1577;                           Poco Comprido;                                      6;                              CE;          Ceará;
